לְהִשְׁתַּקֵּף	lehiʃtaˈkef
רוֹטֶב	ˈrotev
לעקצץ	leʔaktˈsets
לִפְעָמִים	lifʔaˈmim
חֵטְא	ˈxet
תָּפוּס	taˈfus
להגיד	lehaˈgid
בִּרְבּוּר	birˈbur
חַצֵר	xatˈser
להיכסף	lehikaˈsef
מוּתָג	muˈtag
פּוֹעַל	ˈpoʔal
מִיָּד	miˈjad
אים	ˈem
רושם	ˈroʃem
לְפַנֵק	lefaˈnek
לְהַזְרִיעַ	lehazˈria
נוֹטַרִיקוֹן	notariˈkon
כִּמְעַט	kimˈʔat
דַּל	ˈdal
מְיוּתָּר	mejuˈtar
דִישׁוּן	diˈʃun
עֲכָּבִישׁ	akaˈviʃ
לַעַנוֹשׁ	laʔaˈnoʃ
לַחַזוֹת	laxaˈzot
לְשַׁפֵּר	leʃaˈper
לְהִישַׁעֵן	lehiʃaˈʔen
לִפְרוֹשׂ	lifˈros
משאית	masaˈʔit
לַמוּד	laˈmud
לְשַׁייֵף	leʃaˈjef
צַפוּי	tsaˈfuj
צֶווֶת	tˈsevet
להפריז	lehafˈriz
בהלה	behaˈla
אחווה	axaˈva
לְהִתְמוֹטֵט	lehitmoˈtet
לְהִיגָּדֵם	lehigaˈdem
להעכיר	lehaʔaˈxir
לַעַמוֹק	laʔaˈmok
מיץ	ˈmits
מוֹאֹגַד	moʔoˈgad
לִלְקוֹט	lilˈkot
דְגִימַה	dgiˈma
מְעִילָה	meʔiˈla
מַר	ˈmar
לְשַׁתֵּק	leʃaˈtek
הֲדָדִי	hadaˈdi
חופשי	xofˈʃi
עיוור	iˈver
חִיזַיוֹן	xizaˈjon
לְמַפּוֹת	lemaˈpot
שְׁנִייָּה	ʃniˈja
מִתַּחַת	miˈtaxat
שׁוֹקוֹלַד	ˈʃokolad
לסכן	lesaˈken
בַּתוּל	baˈtul
מִלְּפָנִים	milfaˈnim
קַבַּלַה	kabaˈla
חקיקה	xakiˈka
תַּחְמוֹשֶׁת	taxˈmoʃet
יצירת	jetsiˈrat
להיבנות	lehibaˈnot
בְּכֵנוּת	bexeˈnut
לְהַחְלִיט	lehaxˈlit
חוֹחַ	ˈxoax
מלאך	malˈʔax
מַדַד	maˈdad
טְעִימַה	teʔiˈma
לפתח	lifˈtoax
בְּעַד	beˈad
עֵלְיוֹן	elˈjon
הָכָא	haˈxa
לִסְחוֹר	lisˈxor
להרים	lehaˈrim
לְהַשְׁחִיל	lehaʃˈxil
לשקשק	leʃakˈʃek
שבתאי	ʃabˈtaj
פגיעה	pgiˈʔa
פֵּלֵא	ˈpele
להלום	lahaˈlom
ממשק	mimˈʃak
פַּעְמַייִם	paʔaˈmajim
לחופף	lexoˈfef
לְהַשְׁנִיק	lehaʃˈnik
להימסר	lehimaˈser
מִסְתוֹר	misˈtor
לבדוא	livˈdo
קַבַּל	kaˈbal
להיחרב	lehexaˈrev
לְהַפְחִיד	lehafˈxid
מִחְיָה	mixˈja
דִיבּוּק	diˈbuk
גַּל	ˈgal
להתפענח	lehitpaʔaˈneax
לֵאֵזוֹק	leʔeˈzok
הַגַעַה	hagaˈʔa
קודם	koˈdem
חוברת	xoˈveret
חוֹסֵר	ˈxoser
שטח	ˈʃetax
ערגה	erˈga
גדה	gaˈda
רַכֶּבֶת	raˈkevet
לגלח	legaˈleax
חַשַׁד	xaˈʃad
אֵנֵרְגְיַה	eˈnergja
לעולל	leʔoˈlel
השקיה	haʃkaˈja
לְהַגְדִיר	lehagˈdir
הִתְבּוֹדְדוּת	hitbodeˈdut
דיחוי	diˈxuj
לְהִתְווַכֵּחַ	lehitvaˈkeax
לְהַבְרִיג	lehavˈrig
עובדה	uvˈda
לְהִימוֹס	lehiˈmos
תבוסה	tvuˈsa
מַמְלַכְתִּיּוּת	mamlaxtiˈjut
כְּלָל	kˈlal
אבל	aˈval
סָךְ	ˈsax
ראשית	reˈʃit
ריגול	riˈgul
הַרְגַשַׁה	hargaˈʃa
אָדוֹן	aˈdon
חֹסֵר	ˈxoser
חַתַלְתוּלַה	xataltuˈla
לגחך	legaˈxex
השקה	haʃaˈka
תָּו	ˈtav
לְכַפְתֵר	lexafˈter
הימצאות	himatsˈʔut
לְבַדֵחַ	levaˈdeax
לִשְׁאוֹג	liʃˈʔog
לִנְבּוֹל	linˈbol
פֵּירוּשׁ	peˈruʃ
לְהִיווָּדֵעַ	lehivaˈdea
עוֹנֵשׁ	ˈoneʃ
לְהִסְתַּמֵּךְ	lehistaˈmex
לַשַּׂר	laˈsar
לְסַרְבֵּל	lesarˈbel
אַצַן	atˈsan
לראיין	leraˈjen
כְלוֹר	xˈlor
לגון	laˈgon
עוּגַה	uˈga
שיזוף	ʃiˈzuf
שִׁיטָּפוֹן	ʃitaˈfon
לְשַׁנוֹת	leʃaˈnot
לִתְכּוֹן	litˈkon
לִיקוּי	liˈkuj
בְּנִיגּוּד	beniˈgud
ליזום	liˈzom
לְחַמְצֵן	lexamtˈsen
להשמין	lehaʃˈmin
שוט	ˈʃot
שִׁיכְלוּל	ʃixˈlul
התרשמות	hitraʃˈmut
לְהִתְווַדּוֹת	lehitvaˈdot
לְדַכְדֵךְ	ledaxˈdex
אַחַרִית	axaˈrit
טייס	taˈjas
לְהִידָּבֵק	lehidaˈvek
מוּבְטָח	muvˈtax
לָלוּן	laˈlun
תְּפִיסָה	tfiˈsa
לְהִימָּסֵר	lehimaˈser
לְחַקוֹת	lexaˈkot
לַגוֹן	laˈgon
הַדְבָּרָה	hadbaˈra
שלמות	ʃleˈmut
לזרוע	lizˈroa
במדינה	bamediˈna
לאשר	leʔaˈʃer
חִיכּוּךְ	xiˈkux
להסתמך	lehistaˈmex
כְּבִישׁ	kˈviʃ
אוּרְווָה	urˈva
להצליף	lehatsˈlif
לְשַׁרְבֵּב	leʃarˈbev
פָּשׁוּט	paˈʃut
לְהִשְׁתָּאוֹת	lehiʃtaˈʔot
להימכר	lehimaˈxer
שביעי	ʃviˈʔi
בְּדִיחָה	bdiˈxa
לְשַׁסֵּעַ	leʃaˈsea
הִתְפַּרְעוּת	hitparˈʔut
מזבלה	mizbaˈla
פָּסוּק	paˈsuk
פלישה	pliˈʃa
משואה	masuˈʔa
אַפִילוּ	aˈfilu
לָרֶשֶׁת	laˈreʃet
יְסוֹדִי	jesoˈdi
להיסחר	lehisaˈxer
אֲלַכְסוֹן	alaxˈson
לְהִתְכַּתֵשׁ	lehitkaˈteʃ
חֲסִינוּת	xasiˈnut
כננת	kaˈnenet
לעצור	laʔatˈsor
האזנה	haʔazaˈna
מֶלְקַחַת	melˈkaxat
מֵאַה	meˈʔa
גַווֵן	ˈgaven
להעיף	lehaˈʔif
כֵּיווָן	keˈvan
צור	tˈsur
לָהוֹם	laˈhom
בהמה	beheˈma
פתאומי	pitʔoˈmi
רשף	ˈreʃef
לְהַסִּיק	lehaˈsik
להיחבא	lehexaˈve
הִתְנַגְּדוּת	hitnagˈdut
לְאַבְטֵחַ	leʔavˈteax
לְלַקֵק	lelaˈkek
פִּתְאוֹמִי	pitʔoˈmi
צַרְפַתִי	tsarfaˈti
לָדוּן	laˈdun
קִילוּחַ	kiˈluax
תַּפְקִיד	tafˈkid
מַדִים	maˈdim
צָחוֹר	tsaˈxor
תלמיד	talˈmid
לרסן	leraˈsen
נשוי	naˈsuj
סְחִיטָה	sxiˈta
דַגַן	daˈgan
לַחַסוֹת	laxaˈsot
לְטַפֵּחַ	letaˈpeax
בָּשָׂר	baˈsar
בְּעִילָה	beʔiˈla
למסור	limˈsor
עתירה	atiˈra
הַחְלָפָה	haxlaˈfa
אֵבֵל	ˈevel
תִּזְכּוֹרֶת	tizˈkoret
הַצְבַּעַה	hatsbaʔa
להסתנן	lehistaˈnen
הַכְנַסַה	haxnaˈsa
לפרום	lifˈrom
שמדובר	ʃemeduˈbar
לְהִיפַּרֵס	lehipaˈres
למגר	lemaˈger
בּוֹהֵק	boˈhek
אדם	aˈdam
לְהַחְלִים	lehaxˈlim
צבעוני	tsivʔoˈni
להתאכזר	lehitʔaxˈzer
שגרתי	ʃigraˈti
צַהֶבֶת	tsaˈhevet
מצוין	metsuˈjan
להגביר	lehagˈbir
חִיבּוּק	xiˈbuk
סְתַם	sˈtam
משפט	miʃˈpat
סַבְלָנוּת	savlaˈnut
דּוֹרֵס	doˈres
לַשֵׁבֵת	laˈʃevet
לְהַשִׁיק	lehaˈʃik
לְהִימָּאֵס	lehimaˈʔes
אָטוּם	aˈtum
נִיצַב	nitˈsav
פמוט	paˈmot
שָׂנוּא	saˈnu
לְשַׁדֵּר	leʃaˈder
דֵירוּג	deˈrug
חוֹפְשִׁי	xofˈʃi
בִּיקּוּעַ	biˈkua
מנקה	menaˈke
יצירתיות	jetsiratiˈjut
אוֹפֵה	oˈfe
היריון	heraˈjon
אֶשְׁכּוֹל	eʃˈkol
חילול	xiˈlul
אַמָּה	aˈma
לְהִיסָּפֵג	lehisaˈfeg
לטפטף	letafˈtef
לְהִתְאָרֵחַ	lehitʔaˈreax
לֶאֱרוֹב	leʔeˈrov
בֵּירוּר	beˈrur
הַמִשְׁפַּטִים	hamiʃpaˈtim
מַתָּנָה	mataˈna
טֶבַח	ˈtevax
לְהַסִיחַ	lehaˈsiax
להתנגד	lehitnaˈged
בְּעַיַה	beʔaˈja
לְייַצֵּא	lejatˈse
לְאוּמִי	leʔuˈmi
הַפְרַטַה	hafraˈta
לְהִילַמֵד	lehilaˈmed
לכתוש	lixˈtoʃ
הַרְפַּתְקַה	harpatˈka
מַנוֹס	maˈnos
להתנפץ	lehitnaˈpets
לרגום	lirˈgom
מְפוּנְטַז	mefunˈtaz
ציד	tˈsajid
סוסה	suˈsa
אבוד	aˈvud
פלילי	pliˈli
עִיתּוֹן	iˈton
נשיות	naʃiˈjut
כַּרִישׁ	kaˈriʃ
ויכוח	viˈkuax
עִסְקִי	isˈki
רֵיאַה	reˈʔa
כרם	ˈkerem
מסגד	misˈgad
לְזַפֵּת	lezaˈpet
מְרוּחַק	meruˈxak
להישמר	lehiʃaˈmer
לְכַאן	leˈxan
גַחֵלֵת	gaˈxelet
דוגמן	dugˈman
אֵרֵז	ˈerez
העלם	heʔeˈlem
חלוקה	xaluˈka
חָצָץ	xatˈsats
צִירְצוּר	tsirtˈsur
מַעְבּוֹרֵת	maʔaˈboret
לְשַׁרְייֵן	leʃarˈjen
לְאַשְׁפֵּז	leʔaʃˈpez
רַף	ˈraf
ריאיון	reʔaˈjon
חַלִילַה	xaˈlila
כּוֹלֵל	koˈlel
שיגעון	ʃigaˈʔon
חֵשֶׁק	ˈxeʃek
זַקַן	zaˈkan
גדעון	gidˈʔon
מִסְגָּד	misˈgad
חדשני	xadʃaˈni
מזל	maˈzal
לַזוּב	laˈzuv
אזיק	aˈzik
לְמַגֵּן	lemaˈgen
סְעִיף	seˈʔif
נוּל	ˈnul
יומרה	jomˈra
לעבר	leʔaˈber
להאזין	lehaʔaˈzin
הצתה	hatsaˈta
חֲצוֹצְרָה	xatsotsˈra
תַּחֲזִית	taxaˈzit
לְהִתְנַדֵב	lehitnaˈdev
אֶגֶד	ˈeged
צְלָב	tsˈlav
מְתוּרְגְמַן	meturgeˈman
חֲמִיצָה	xamitˈsa
גַּרְגֵּר	garˈger
שָׂפָם	saˈfam
נוֹטַרְיוֹן	notarˈjon
לְהִיכַּסֵף	lehikaˈsef
להתנהל	lehitnaˈhel
לחלט	lexaˈlet
לְהִתְכַּהוֹת	lehitkaˈhot
ובכן	uvˈxen
להיכבות	lehikaˈvot
דִּמְיוֹן	dimˈjon
גִיהוּץ	giˈhuts
להינזף	lehinaˈzef
חוזק	ˈxozek
לעצום	laʔatˈsom
חשוף	xaˈsuf
תְּאוֹם	teˈʔom
חַטִיפַה	xatiˈfa
לחסל	lexaˈsel
לוּלַב	luˈlav
דָּרוֹם	daˈrom
פַּרְנָס	parˈnas
חַקְלַאוּת	xaklaˈʔut
געש	ˈgaʔaʃ
הִתְעַרוּת	hitʔaˈrut
כיפור	kiˈpur
לִרְדוֹף	lirˈdof
שניים	ʃˈnajim
לטרוד	litˈrod
נֵס	ˈnes
לחלטר	lexalˈter
חַשַׁבְתִי	xaˈʃavti
סלע	ˈsela
שהן	ʃeˈhen
גּוֹמֶא	ˈgome
לדאג	lidˈog
חַכָּה	xaˈka
היועץ	hajoˈets
לשלט	leʃaˈlet
מצה	matˈsa
לִרְגּוֹם	lirˈgom
רְצוּעַה	retsuˈʔa
דָּחוּק	daˈxuk
חוצפה	xutsˈpa
רָקִיעַ	raˈkia
לְנַטֵר	lenaˈter
אננס	anaˈnas
לְחַטֵּט	lexaˈtet
מורכב	murˈkav
להפציר	lehaftˈsir
גלגלון	galgaˈlon
לְכַייֵּף	lexaˈjef
יָחֵף	jaˈxef
פַּרְווַה	parˈva
מאשר	meʔaˈʃer
נפלא	nifˈla
להתפשר	lehitpaˈʃer
לְהִתְפַּזֵּר	lehitpaˈzer
חַיֵבֵת	xaˈjevet
נודניק	ˈnudnik
צפצפה	tsaftsaˈfa
דחיין	daxˈjan
בָּא	ˈba
לְהֵיחָזוֹת	lehexaˈzot
פירוש	peˈruʃ
חיסרון	xisaˈron
להיכון	lehiˈkon
שֵׂה	ˈse
אשנב	eʃˈnav
הֵן	ˈhen
כְּלָלִי	klaˈli
קַלְמָר	kalˈmar
להיבעט	lehibaˈʔet
לְהִיתַמֵם	lehitaˈmem
רַק	ˈrak
קֵהוּת	keˈhut
ספורטאי	sporˈtaj
מִמְחָטָה	mimxaˈta
לְהֵירָעֵץ	leheraˈʔets
לְהָמִית	lehaˈmit
לְהִתְמַלֵּא	lehitmaˈle
רישום	riˈʃum
פָּנָס	paˈnas
לקרוא	likˈro
מְנוֹרַה	menoˈra
רקוע	raˈkua
בנזין	benˈzin
לְבַייֵשׁ	levaˈjeʃ
זמרה	zimˈra
מֶלְצַר	meltˈsar
וּבְכֹל	uvˈxol
מִקְרָא	mikˈra
לְייַצֵא	lejatˈse
כַּלוּא	kaˈlu
לְהַנְעִיל	lehanˈʔil
מאונך	meʔuˈnax
גַּרְעִין	garˈʔin
לגרש	legaˈreʃ
לְהִיתַקֵעַ	lehitaˈkea
תשלובת	tiʃˈlovet
מֵחְדַל	mexˈdal
לְייַנֵּן	lejaˈnen
יַתוֹם	jaˈtom
גָּשׁוּם	gaˈʃum
לְהִיזוֹן	lehiˈzon
פנימה	pˈnima
לְהִימֵק	lehiˈmek
להיעצר	leheʔatˈser
לְהִישָּׁנוֹת	lehiʃaˈnot
בִּנְייַן	binˈjan
חַסַה	xaˈsa
לִירוֹת	liˈrot
סלרי	ˈseleri
לְדַדוֹת	ledaˈdot
מַרְדַן	marˈdan
לְפַצֵּל	lefatˈsel
גַּיְא	ˈgaj
להיתקן	lehitaˈken
שְׁמִיעָה	ʃmiˈʔa
לְהַדְלִיף	lehadˈlif
אָמָה	aˈma
תפילה	tfiˈla
שִׁמְשַׁה	ʃimˈʃa
להיצפן	lehitsaˈfen
כִּינוֹר	kiˈnor
לְהַלְהִיט	lehalˈhit
חַדְשָׁן	xadˈʃan
מַחְשֵׁב	maxˈʃev
רָדוּד	raˈdud
פִּיצּוּל	pitˈsul
יִישּׂוּמוֹן	jisuˈmon
לִדְאוֹב	lidˈʔov
נְעִילָה	neʔiˈla
פרנסה	parnaˈsa
הַסְלָמָה	haslaˈma
סוֹפֵר	soˈfer
לְהִיזַכֵר	lehizaˈxer
יוכלו	juxˈlu
מלחייה	milxiˈja
זְמַן	zˈman
לְהַכְתִּים	lehaxˈtim
מכרה	mixˈre
הַמְּדִינִיּוּת	hamediniˈjut
הַעִנְיַן	haʔinˈjan
הַאֲחָדָה	haʔaxaˈda
הִתְנַהֲגוּת	hitnahaˈgut
שמדבר	ʃemeduˈbar
הַחְזַקַה	haxzaˈka
לְהִתְגַּלֵּשׁ	lehitgaˈleʃ
לדבוק	lidˈbok
קָעוּר	kaˈʔur
קצוב	katˈsuv
לשווע	leʃaˈvea
לִבְטוֹחַ	livˈtoax
מאוהב	meʔoˈhav
גוֹעַל	ˈgoʔal
להתייעץ	lehitjaˈʔets
עִימוּת	iˈmut
שמאל	sˈmol
נחמה	nexaˈma
צָבוֹעַ	tsaˈvoa
ליקוץ	liˈkots
דולר	ˈdolar
לועז	loˈʔez
להתעמת	lehitʔaˈmet
הַחֻקִּים	haxuˈkim
לְהִצְטַייֵד	lehitstaˈjed
כביסה	kviˈsa
לְהֵיחַשֵׂף	lehexaˈsef
לְשַׁמֵן	leʃaˈmen
להבשיל	lehavˈʃil
תַּהֲפוּכָה	tahafuˈxa
לְהֵיעָצֵר	leheʔatˈser
לשרבב	leʃarˈbev
בּוֹלְעַן	bolˈʔan
משמים	maʃˈmim
ללכסן	lelaxˈsen
לְרַסֵּן	leraˈsen
שלל	ʃˈlal
לִמְחוֹא	limˈxo
אֵיתַנוּת	eitaˈnut
קַיָּם	kaˈjam
כסות	kˈsut
חלף	ˈxelef
קַדַחַת	kaˈdaxat
דק	ˈdak
לְהִתְנַקֵז	lehitnaˈkez
יִתַכֵן	jitaˈxen
מבצע	mivtˈsa
מערך	maʔaˈrax
מבוכה	mevuˈxa
מחרתיים	moxoraˈtajim
מקורי	mekoˈri
מִרְווַח	mirˈvax
תֶּדֶר	ˈteder
לְהֵיעָנֵשׁ	leheʔaˈneʃ
לְהִשְׁתַזֵף	lehiʃtaˈzef
אֶת	ˈet
לְהַשְׁפִּיעַ	lehaʃˈpia
מְשׂוּפַּם	mesuˈpam
להיפסח	lehipaˈseax
מָזוֹן	maˈzon
צרור	tsaˈrur
להשתעמם	lehiʃtaʔaˈmem
לִיכּוּד	liˈkud
לְהִסְתַלְסֵל	lehistalˈsel
קָצִיר	katˈsir
הִשְׁתַּעְבְּדוּת	hiʃtaʔabˈdut
לְהִינַחֵם	lehinaˈxem
דָּת	ˈdat
תוכנית	toxˈnit
לְהִתְאַמֵץ	lehitʔaˈmets
רִקְמַה	rikˈma
הסחה	hasaˈxa
לְהִתְייַאֵשׁ	lehitjaˈʔeʃ
מקוריות	mekoriˈjut
לְהִיסַרֵק	lehisaˈrek
לִתְכּוֹף	litˈkof
שִׁיבּוֹלֶת	ʃiˈbolet
רַכַּז	raˈkaz
תַרְנְגוֹל	tarneˈgol
שחום	ʃaˈxum
סִפְנַה	sifˈna
לָרֶדֶת	laˈredet
צַרְכַן	tsarˈxan
לְהִיבָּגֵד	lehibaˈged
יְדִיעָה	jediˈʔa
שְׁכוֹל	ʃˈxol
לְדַמּוֹת	ledaˈmot
צָרַעַת	tsaˈraʔat
מְפוּסְטַר	mefusˈtar
תרכובת	tirˈkovet
לִשְׁבּוֹק	liʃˈbok
נַקְנִיק	nakˈnik
סיגנון	sigˈnun
להפליל	lehafˈlil
לִנְקוֹעַ	linˈkoa
ליצור	liˈtsor
כפפה	kfaˈfa
מִסְתּוֹר	misˈtor
בְּעֵרֶךְ	beˈʔerex
בּוּשָׁה	buˈʃa
לְהַזְלִיף	lehazˈlif
להתנדב	lehitnaˈdev
לְהַבְנוֹת	lehavˈnot
שְׁרִיר	ʃˈrir
מתחת	miˈtaxat
לצמרר	letsamˈrer
אַחְייָנִית	axjaˈnit
מחלקה	maxlaˈka
לזכך	lezaˈkex
ארגמן	argaˈman
שישי	ʃiˈʃi
שָׁנָה	ʃaˈna
תלייה	tliˈja
שבח	ˈʃevax
חַכַּה	xaˈka
הורה	hoˈre
דִיוּוּחַ	diˈvuax
פִּיתַה	piˈta
חלילה	xaˈlila
לְעַמֵת	leʔaˈmet
לְהִתְלַחְשֵׁשׁ	lehitlaxˈʃeʃ
מִקְווֶה	mikˈve
לְהִימָּשֵׁל	lehimaˈʃel
מנגו	ˈmango
לְעַרְעֵר	leʔarˈʔer
לְהִתְבַּשֵּׂר	lehitbaˈser
לנרמל	lenarˈmel
לצרף	letsaˈref
משמש	miʃˈmeʃ
קרינה	kriˈna
יַדְעָן	jadˈʔan
עֵבֵד	ˈeved
רַצוּי	ratˈsuj
קְדִיחָה	kdiˈxa
יֵדַע	ˈjeda
לְחַייֵּךְ	lexaˈjex
ללאות	lilˈʔot
מזח	ˈmezax
לְהִתְלַחֵשׁ	lehitlaˈxeʃ
מִשְׁפַּחְתִּי	miʃpaxˈti
שתיה	ʃtiˈja
עֵרֵב	ˈerev
ברירה	breˈra
לרגל	leraˈgel
חַמְצַן	xamtˈsan
קינוח	kiˈnuax
רִיבַּה	riˈba
לְסַייֵד	lesaˈjed
בִּידֵי	bijˈdej
לַעַנוֹד	laʔaˈnod
מַבְחֵנָה	mavxeˈna
תְנוּמַה	tnuˈma
טיוח	tiˈjuax
לטוב	laˈtuv
בִּגְרוּשׁ	bigˈruʃ
אִישִׁים	iˈʃim
מַרְגֵמַה	margeˈma
הדוק	haˈduk
רִשְׁעַה	riʃˈʔa
מִפְנֶה	mifˈne
שׁוּעַל	ʃuˈʔal
להתגלע	lehitgaˈlea
מְעַרַה	meʔaˈra
עֶמְדָּה	emˈda
הקואליציה	hakoaˈlitsja
טרף	ˈteref
שְׁלִישׁ	ʃˈliʃ
להכחיש	lehaxˈxiʃ
לְהֵירָכֵשׁ	leheraˈxeʃ
מִסְחָר	misˈxar
דָּאוֹן	daˈʔon
מַקַשׁ	maˈkaʃ
לטמוא	litˈmo
לְהַרְווֹת	leharˈvot
לְהִיסָּחֵט	lehisaˈxet
זלילה	zliˈla
סבא	ˈsaba
כְּלַל	kˈlal
לְהִתְבּוֹנֵן	lehitboˈnen
לְקַפֵּל	lekaˈpel
להרדים	leharˈdim
יהודיה	jehudiˈja
להישאל	lehiʃaˈʔel
לִרְשׁוֹף	lirˈʃof
לומר	loˈmar
שכר	seˈxar
לאחות	leʔaˈxot
יען	ˈjaʔan
לזמר	lezaˈmer
מִיטַה	miˈta
לְהִשְׁתַּחֲווֹת	lehiʃtaxaˈvot
אִידֵיאָלִי	ideʔaˈli
שמועה	ʃmuˈʔa
צביון	tsivˈjon
שַׁקֵט	ʃaˈket
מכנסיים	mixnaˈsajim
לְחַדֵשׁ	lexaˈdeʃ
לסרוק	lisˈrok
סוֹלָן	soˈlan
פֶּסִימִיּוּת	peˈsimijut
אִיזוּן	iˈzun
דעיכה	deʔiˈxa
לִלְמֹוד	lilˈmod
לְעַרְפֵּל	leʔarˈpel
לִשְׁלוֹת	liʃˈlot
לאוורר	leʔavˈrer
לְנַכֵּשׁ	lenaˈkeʃ
ששר	ʃeˈʃar
תִּיעוּד	tiˈʔud
חשבתי	xaˈʃavti
צַלְייַן	tsalˈjan
יַשְׁפֵה	jaʃˈfe
לזלול	lizˈlol
תְּהוֹם	teˈhom
לְסַמְפֵּט	lesamˈpet
קַיִץ	ˈkajits
נָשׂוּי	naˈsuj
לבתק	levaˈtek
חִיסּוּל	xiˈsul
שהדבר	ʃehadaˈvar
לְשׁוֹרֵר	leʃoˈrer
פְּגַם	pˈgam
עֵינָב	eˈnav
אוזן	ˈozen
קינה	kiˈna
נַזִיל	naˈzil
לַהֲדוֹף	lahaˈdof
כַּפִּית	kaˈpit
יַדַייִם	jaˈdajim
עֵגֵל	ˈegel
להתמרמר	lehitmarˈmer
לִפְדוֹת	lifˈdot
מִכְבָּסָה	mixbaˈsa
צְבִיעָה	tsviˈʔa
עוֹגֶן	ˈogen
צְבָת	tsˈvat
מַגְדֵלֵת	magˈdelet
דינוזאור	dinoˈzaʔur
נביחה	neviˈxa
לְחַלְטֵר	lexalˈter
לְהַנְפִּישׁ	lehanˈpiʃ
נַכֵה	naˈxe
רְפִידָה	refiˈda
תַכוּף	taˈxuf
לייסד	lejaˈsed
לצרוב	litsˈrov
תיכף	teˈxef
כִּינּוֹר	kiˈnor
לְהִתְכַּסוֹת	lehitkaˈsot
להשתחל	lehiʃtaˈxel
לבקע	levaˈkea
חסין	xaˈsin
רָפוּס	raˈfus
גִּיעְגּוּעַ	giʔaˈgua
לְפַגֵּר	lefaˈger
לנחול	linˈxol
לְהִתְרַגֵּל	lehitraˈgel
מדי	miˈdaj
לְהִשְׁתַלְהֵב	lehiʃtalˈhev
פַּת	ˈpat
רחצה	raxtˈsa
להיחצות	lehexatˈsot
צֶפִי	tˈsefi
חָפוּז	xaˈfuz
מִגְדָּר	migˈdar
תּוֹכֶן	ˈtoxen
לְסַבְּלֵט	lesabˈlet
צַלַם	tsaˈlam
לְהַשְׁעִין	lehaʃˈʔin
תּוֹשָׁב	toˈʃav
מַלְכָּה	malˈka
לספח	lesaˈpeax
שִׁיקְלוּל	ʃikˈlul
אוֹתְךָ	otˈxa
הדברה	hadbaˈra
דת	ˈdat
לסלול	lisˈlol
תגמול	tagˈmul
מוקדם	mukˈdam
להחניק	lehaxˈnik
נַעוּל	naˈʔul
ללחום	lilˈxom
רָצִיף	ratˈsif
נִכְבָּד	nixˈbad
גַדַה	gaˈda
לְהָצִיק	lehatˈsik
לְצֹרֶךְ	leˈtsorex
ריבוד	riˈbud
להשתגע	lehiʃtaˈgea
לִבְצוֹעַ	livtˈsoa
זוּטָר	zuˈtar
פֶּה	ˈpe
לְגַבֵּי	legaˈbei
חַזוֹן	xaˈzon
להעפיל	lehaʔaˈpil
זפת	ˈzefet
סוֹרֵר	soˈrer
הַצַגַה	hatsaˈga
פַּרַשׁ	paˈraʃ
מְצוּיַן	metsuˈjan
מדרון	midˈron
להיגנב	lehigaˈnev
פַּרַה	paˈra
לְהִתְחַמֵם	lehitxaˈmem
לְהִתְפַּקֵד	lehitpaˈked
לְהִילַהֵב	lehilaˈhev
לִלְכּוֹד	lilˈkod
מְלַאכוּתִי	melaxuˈti
בכיר	baˈxir
סַפְסַר	safˈsar
הלכה	halaˈxa
יַחְדָּיו	jaxˈdav
יִתְרַה	jitˈra
גַנַן	gaˈnan
בַּכְייָן	baxˈjan
חֲזָרָה	xazaˈra
לְכַרְסֵם	lexarˈsem
מיצוב	mitˈsuv
לְהַעַלִיל	lehaʔaˈlil
אִשְׁפּוּז	iʃˈpuz
מְנַקֶּה	menaˈke
הוֹדוֹת	hoˈdot
לְהָרֵעַ	lehaˈrea
ספינה	sfiˈna
לְקַדֵּד	lekaˈded
מדד	maˈdad
מזרחה	mizˈraxa
להיסמך	lehisaˈmex
לְקַנֵא	lekaˈne
להמם	lehaˈmem
לחולל	lexoˈlel
לַחֲשֹׁוב	laxˈʃov
לטוות	litˈvot
פַּגַז	paˈgaz
הִתְנַדְבוּת	hitnadˈvut
חלל	xaˈlal
אֵמוֹצְיוֹנַלִי	emotsjoˈnali
לָסוּר	laˈsur
לְהִימַרֵחַ	lehimaˈreax
לוכל	luˈxal
לְהִישַׁבֵר	lehiʃaˈver
לְהִתְגַלֵחַ	lehitgaˈleax
דְּרוֹמִי	droˈmi
לְייַבֵּב	lejaˈbev
לְפַחֵם	lefaˈxem
הַלַצַה	halatˈsa
פרוזדור	prozˈdor
אַחַווַה	axaˈva
שביל	ʃˈvil
להיפסל	lehipaˈsel
לְהִתְחַצֵּף	lehitxatˈsef
חָתוּם	xaˈtum
לִפְחוֹת	lifˈxot
מְיוּחָל	mejuˈxal
לתמלל	letamˈlel
יַדִית	jaˈdit
להתנקז	lehitnaˈkez
החוצה	haˈxutsa
פירסומת	pirˈsomet
המרצה	hamratˈsa
נְבוּאַה	nevuˈʔa
לִמְעוֹן	limˈʔon
סירטון	sirˈtun
לְשַׁמֵר	leʃaˈmer
להירחץ	leheraˈxets
מְגוּחַךְ	meguˈxax
לתארך	letaʔaˈrex
אָרוֹן	aˈron
סיעת	siˈat
לְגָרֵז	legaˈrez
ארנק	arˈnak
לְהִתְכַּבֵּד	lehitkaˈbed
כָּרָאוּי	karaˈʔuj
שְׁפוֹפֵרֵת	ʃfoˈferet
חַתִיךְ	xaˈtix
עַדְכַּנִי	adkaˈni
עַבַר	aˈvar
יומרני	jumraˈni
